pincode,location_type,distance_km,terrain_type,infra_type,base_material_cost,labor_rate_factor,final_cost
560034,Urban,4.94,Medium,Aerial,3002,1.29,14900
122002,Rural,6.78,Low,Underground,6528,1.43,29326.57
122001,Urban,5.95,Low,Underground,4923,1.26,21160.09
560034,Rural,2.32,High,Underground,3722,1.07,12678.77
600028,Urban,7.3,Low,Aerial,4257,1.35,19508.96
500032,Urban,4.72,Medium,Aerial,7360,1.38,21835.14
500081,Rural,6.86,High,Aerial,6097,1.16,25918.19
560034,Rural,5.91,Medium,Aerial,6379,1.07,22189.29
110001,Rural,5.97,Low,Underground,4505,1.07,21690.58
122002,Urban,9.29,Low,Aerial,6873,1.01,26622.61
411045,Rural,6.13,High,Underground,4415,1.3,27172.34
600001,Urban,8.02,High,Aerial,7237,1.32,31440.33
380001,Rural,8.2,High,Underground,3945,1.09,30834.46
600001,Rural,7.94,Low,Aerial,3829,1.46,22126.4
411001,Urban,8.83,Medium,Underground,5576,1.32,31856.91
560034,Urban,2.67,Medium,Underground,5532,1.36,16875.68
110016,Urban,9.01,Medium,Underground,4437,1.18,30525.12
600001,Urban,5.42,Medium,Aerial,3875,1.02,16961.41
700001,Urban,3.71,High,Underground,7428,1.36,24723.6
400076,Urban,7.33,Medium,Underground,4094,1.12,23455.34
411001,Rural,9.39,High,Aerial,7423,1.34,37532.33
110016,Rural,8.79,Low,Underground,4824,1.16,30163.17
380015,Rural,3.89,High,Underground,7812,1.17,24978.68
411045,Urban,2.59,Low,Aerial,3350,1.31,9954.47
560034,Urban,9.83,Low,Underground,4140,1.25,29933.78
122002,Rural,5.85,High,Aerial,7996,1.29,29650.41
560001,Urban,1.74,Low,Aerial,7000,1.24,12291.17
411001,Rural,4.45,Medium,Underground,7986,1.14,24336.79
500032,Urban,8.77,Low,Underground,7478,1.43,33765.68
400001,Rural,1.89,Low,Underground,6724,1.23,15487.18
122001,Urban,7.28,High,Aerial,4661,1.49,26749.7
110016,Rural,2.32,Low,Underground,6316,1.3,15862.56
600001,Urban,6.68,High,Aerial,6940,1.26,26033.47
600001,Rural,6.81,Medium,Aerial,6665,1.22,24556.98
700091,Rural,8.56,High,Aerial,3018,1.24,27004.85
400001,Urban,5.46,High,Aerial,3309,1.26,18305.5
380001,Rural,8.36,Medium,Aerial,3803,1.36,26064.86
600028,Rural,1.97,High,Aerial,6092,1.19,14870.96
400076,Rural,7.62,Medium,Aerial,7336,1.22,27954.67
500032,Rural,5.23,Medium,Underground,7651,1.45,28806.55
110016,Urban,9.32,High,Underground,6942,1.44,39142.14
110001,Urban,1.35,Medium,Aerial,3861,1.42,9354.35
110016,Rural,9.82,High,Underground,4097,1.29,36296.9
700001,Rural,3.74,Medium,Aerial,7789,1.03,17547.65
560034,Rural,1.11,Low,Aerial,7230,1.46,13659.48
122001,Urban,5.29,Medium,Aerial,4142,1.48,18932.21
110016,Urban,6.09,Low,Aerial,3309,1.39,17203.61
700091,Rural,9.3,Medium,Aerial,5482,1.37,29494.6
411045,Urban,7.15,Medium,Underground,5225,1.42,27594.73
110001,Rural,4.23,Low,Underground,4984,1.42,19240.29
400076,Urban,7.78,Low,Aerial,3032,1.04,17985.18
500032,Urban,3.88,Medium,Underground,4567,1.18,16156.41
500032,Urban,8.01,High,Aerial,3512,1.11,24605.04
411001,Urban,0.58,Low,Underground,5013,1.35,8941.2
700001,Urban,6.36,High,Aerial,6145,1.2,23424.11
400076,Rural,2,Low,Underground,4895,1.41,13803.66
380001,Rural,9.63,Low,Aerial,3403,1.4,24904.21
380015,Rural,8.05,High,Aerial,6332,1.18,32032.15
122002,Urban,5.76,High,Underground,6353,1.15,26322.14
600028,Rural,8.65,Low,Underground,4719,1.18,28461.83
600028,Rural,7.24,Medium,Underground,3657,1.05,25140.19
600001,Urban,7.43,Low,Aerial,3367,1.25,19057.52
600028,Rural,1.08,Low,Underground,6062,1.03,9924.61
380015,Rural,6.61,Medium,Aerial,5696,1,22229
560034,Urban,3.27,High,Underground,3314,1.46,14946.31
500081,Rural,6.92,Medium,Aerial,6228,1.45,27143.76
560034,Rural,7.65,High,Aerial,5367,1.16,27302.34
122002,Rural,6.02,High,Aerial,5471,1.47,26880.15
411045,Rural,2.76,Medium,Aerial,5590,1.26,15589.18
500081,Urban,5.72,Low,Underground,7471,1.26,23531.69
400001,Rural,8.61,Low,Aerial,6471,1.12,25352.9
500032,Urban,4.47,Low,Aerial,4015,1.07,13177.61
380015,Urban,2.89,High,Underground,6585,1.25,19219.09
700091,Urban,9.78,Medium,Aerial,3912,1.11,25040.5
600001,Urban,4.36,High,Underground,7038,1.43,26428.82
122002,Rural,6.02,High,Aerial,6015,1.31,25544.75
380001,Urban,2.31,Low,Underground,3627,1.14,9990.19
110001,Rural,2.66,Low,Aerial,7240,1.44,17270.55
411045,Urban,6.57,Medium,Underground,4306,1.41,23087.77
122002,Urban,6.02,High,Aerial,4035,1.47,22395.22
110016,Rural,7.22,Low,Aerial,7199,1.18,25582.47
700001,Urban,9.21,Medium,Underground,7069,1.24,34556.97
700091,Rural,7.71,Low,Underground,4068,1.33,26696.04
411001,Rural,4.78,Low,Aerial,5552,1.07,16386.56
500032,Rural,9.09,Low,Underground,7050,1.17,32536.51
600001,Rural,2.19,Low,Underground,4504,1.18,11694.87
122002,Urban,4.07,Medium,Underground,7484,1.4,23785.71
400076,Rural,0.92,High,Underground,5912,1.49,16413.9
122002,Urban,9.24,Medium,Underground,6492,1.37,33280.34
700091,Rural,6.11,Low,Underground,7874,1.38,27343.27
380001,Rural,4.27,High,Underground,4854,1.33,22656.84
500081,Rural,5.93,Medium,Aerial,6085,1.07,21593.37
500032,Rural,8.36,Low,Aerial,6987,1.41,29768.59
400001,Urban,9.66,Medium,Underground,7548,1.04,35596.15
400076,Urban,6.69,Medium,Aerial,5751,1.47,24307.39
560001,Rural,0.96,Medium,Underground,5246,1.01,9987.7
700091,Rural,1.67,High,Underground,5959,1.28,16195.37
600028,Urban,4.29,High,Underground,4251,1.24,19793.75
600001,Rural,4.77,High,Underground,6251,1.41,28350.19
411001,Rural,1.38,High,Aerial,6703,1.09,13215.72
110016,Urban,0.68,High,Underground,6876,1.11,12625.81
500032,Rural,9.29,Medium,Underground,3250,1.1,30828.7
411001,Rural,4.09,High,Underground,6001,1.22,23456.28
500032,Rural,8.26,Medium,Aerial,4262,1.05,24760.48
411045,Urban,0.63,Medium,Aerial,4575,1.13,6764.91
380015,Rural,8.04,Low,Aerial,7046,1.49,29542.11
122002,Urban,4.87,Medium,Aerial,3315,1.35,16301.87
122001,Rural,1.12,Medium,Aerial,5757,1.45,12613.75
560001,Urban,3.74,High,Aerial,4842,1.24,15598.46
600001,Rural,9.04,High,Aerial,7384,1.22,36715.37
600028,Rural,8.07,Medium,Underground,5436,1,30917.83
122002,Rural,7.18,High,Aerial,6248,1.41,28771.66
110016,Rural,5.08,Medium,Underground,5500,1.37,23706.53
700091,Urban,6.34,Medium,Underground,6645,1.32,27497.64
411045,Rural,7.51,Low,Aerial,7216,1.45,27536.76
380015,Rural,1.87,Medium,Underground,5231,1.13,12746.93
110001,Urban,3.48,Medium,Aerial,3787,1.15,12949.98
500032,Urban,3.81,Low,Aerial,7809,1.2,16867.15
380001,Rural,8.59,Low,Aerial,6916,1.18,26285.28
600028,Rural,4.97,High,Underground,3473,1.44,21761.11
600001,Rural,1.38,High,Aerial,4136,1.24,10407.35
122002,Urban,7.49,Low,Underground,5006,1.02,23549.71
500032,Rural,9.83,High,Aerial,5077,1.34,35865.26
122001,Urban,1.48,High,Underground,6603,1.05,14176.69
122001,Rural,1.53,Low,Aerial,4727,1.24,9188.65
400076,Rural,2.63,Medium,Underground,3671,1.3,13696.41
500032,Rural,4.59,Low,Underground,5630,1.47,22648.46
380001,Rural,6.65,Low,Aerial,5752,1.49,23993.1
122002,Rural,8.57,High,Aerial,4270,1.41,28777.95
411001,Urban,2.11,Medium,Aerial,7598,1.34,16408.3
560034,Urban,0.73,High,Underground,4135,1.3,9142.38
110016,Rural,4.75,High,Aerial,5158,1.14,19186.71
411045,Rural,1.96,Medium,Aerial,3237,1.05,8885.4
560001,Rural,7.16,Low,Underground,4350,1.15,23561.93
500081,Rural,7.83,Low,Aerial,4796,1.08,22987.99
500032,Urban,2.6,Low,Aerial,7499,1.47,16056.89
560001,Rural,9.44,High,Aerial,4540,1.24,32110.13
380015,Urban,5.25,Low,Aerial,3929,1.14,14662.53
560034,Urban,3.78,Medium,Underground,6306,1.22,19518.79
700001,Rural,7.05,High,Aerial,7698,1.02,28748
400001,Rural,8.05,Low,Aerial,5150,1.3,23681.08
400001,Urban,7.74,High,Aerial,6305,1.09,27587.62
700091,Urban,9.33,Low,Aerial,6042,1.47,27517.79
400076,Rural,5.36,Low,Aerial,5710,1.08,18504.94
122002,Urban,4.11,Medium,Underground,5589,1.25,19882.05
400076,Rural,9.51,Low,Aerial,3725,1.48,26069.15
110016,Urban,9.01,Low,Underground,4891,1.36,27313.05
500081,Rural,8.4,High,Aerial,3274,1.19,26741.73
500081,Rural,7.95,Low,Underground,3591,1.07,25658.87
110016,Urban,4.28,High,Underground,4133,1.5,20059.63
400076,Urban,8.18,High,Aerial,6034,1.47,29431.72
600028,Rural,5.91,High,Underground,5013,1.24,25563.09
110016,Rural,8.45,High,Underground,3596,1.18,31191.27
560034,Urban,2.35,High,Aerial,4386,1.01,10843.34
122002,Urban,8.63,Low,Aerial,7987,1.5,29027.61
500032,Urban,8.06,High,Underground,3302,1.04,26923.97
122001,Urban,1.57,Low,Aerial,6595,1.01,9988.37
122001,Urban,4.09,High,Aerial,5314,1.44,18623.78
380015,Urban,7.9,High,Aerial,7520,1.15,28064.93
500081,Urban,0.79,High,Underground,4045,1.02,7923.17
500032,Urban,2.32,Medium,Underground,7906,1.1,16883.97
122002,Urban,2.12,Low,Aerial,5158,1.18,10118.84
122001,Rural,0.66,Low,Underground,3869,1.4,8085.79
500032,Urban,5.32,High,Underground,3946,1.12,20903.05
110016,Urban,9.08,Medium,Underground,5677,1.1,31362.8
411001,Urban,1.28,Medium,Aerial,5866,1.12,9818.62
700091,Rural,0.62,High,Underground,4912,1.26,10586.87
700001,Urban,6.36,Low,Underground,4477,1.02,19800.7
411045,Urban,9.63,Low,Aerial,6290,1.38,28405.73
122002,Rural,7.21,Low,Aerial,6407,1.02,22709.48
380001,Urban,4.26,Low,Aerial,7938,1.4,18804.99
110001,Rural,9.09,Low,Underground,5166,1.24,29835.87
400076,Urban,7.95,High,Underground,7948,1.13,34105.66
560001,Urban,6.83,High,Aerial,7840,1.16,27881.85
560034,Urban,4.4,Medium,Underground,7840,1.29,23462.42
560034,Urban,5.19,High,Aerial,4827,1.43,20281.68
400076,Rural,4.94,Low,Underground,4558,1.29,19345.73
411001,Rural,6.25,Low,Underground,7822,1.09,26303.99
122001,Rural,9.39,Low,Aerial,5396,1.37,27067.83
560001,Urban,2.53,Low,Underground,4107,1.12,11182.99
411001,Urban,2.95,Medium,Aerial,3679,1.01,10894.22
560001,Urban,6.96,Medium,Underground,5373,1.19,25596.44
600028,Urban,1.69,Low,Aerial,5908,1.22,10194.73
411001,Rural,5.28,Low,Underground,5640,1.2,20515.11
600028,Rural,5.28,Low,Underground,5774,1.06,20687.87
380015,Rural,3.8,High,Aerial,5180,1.2,17386.1
110016,Urban,2.88,High,Aerial,4356,1.06,12442.55
700001,Rural,3.8,High,Aerial,7610,1.07,20454.05
700001,Urban,7.35,Low,Underground,7454,1.09,26570.9
110001,Urban,0.57,Medium,Aerial,3765,1.42,7278.18
380001,Rural,8.12,High,Aerial,3410,1.4,27852.09
500032,Rural,9.61,Medium,Aerial,5323,1.5,31701.7
400001,Rural,1.68,High,Aerial,5458,1.24,13335.87
700001,Urban,0.94,Medium,Underground,4135,1.22,8872.4
700091,Urban,7.03,Medium,Aerial,4858,1.41,23215.6
500032,Rural,3.84,Medium,Underground,6503,1.48,23714.65
110001,Rural,6.03,Low,Aerial,3585,1.02,16540.3
400001,Urban,4.84,High,Aerial,5048,1.09,17857.61
110016,Rural,1.76,High,Aerial,7932,1.01,14648.49
560001,Urban,5.12,High,Aerial,6798,1.14,22624.09
400001,Urban,8.64,Medium,Underground,4667,1.37,30446.09
380015,Urban,5,Low,Aerial,3835,1.48,16276.75
700091,Rural,8.16,Medium,Aerial,5915,1.18,28112.78
411045,Rural,4.32,Medium,Aerial,5685,1.25,18279.93
560034,Urban,5.62,Medium,Aerial,6054,1.25,20255.6
411045,Rural,3.51,Low,Underground,4814,1.23,16290.9
122002,Urban,2.75,Medium,Aerial,3857,1.48,12255.23
500032,Rural,3.03,Low,Aerial,7952,1.35,18098.33
600028,Urban,7.13,High,Underground,5348,1.05,27786.06
122002,Rural,8.55,Medium,Underground,7575,1.34,35579.28
122002,Urban,2.09,Medium,Underground,6981,1.35,16995.13
700001,Rural,6.3,Low,Aerial,4866,1.15,18789.35
560034,Urban,4.29,Low,Underground,5596,1.15,17255.9
110001,Rural,0.85,Medium,Aerial,7288,1.32,13255.54
411045,Rural,4.93,High,Aerial,7207,1.43,25533.8
700001,Urban,9.77,Low,Underground,5641,1.12,30622.39
560034,Rural,6.82,Low,Underground,5600,1.19,24037.42
122002,Rural,9.56,High,Aerial,6501,1.17,34340.66
400001,Rural,4.71,Low,Aerial,6130,1.42,19834.45
560001,Urban,6.65,Medium,Underground,7502,1.02,27141.64
600001,Urban,3.26,Medium,Underground,3920,1.38,15640.36
400076,Urban,9.12,Low,Underground,5668,1.14,29440.15
110016,Rural,6.13,Medium,Underground,5198,1.11,23826.47
400001,Rural,3.53,High,Underground,5123,1.16,18839.79
700001,Urban,3.31,High,Aerial,5192,1.05,14221.39
411045,Urban,1.32,Low,Underground,4391,1.28,9910.7
500081,Urban,3.34,Medium,Aerial,6892,1.17,15930.91
122001,Rural,5.86,Medium,Aerial,6953,1.31,24113.84
122001,Rural,5.31,Low,Aerial,7907,1.13,21602.09
110001,Rural,6.24,Low,Underground,4212,1.15,21437.45
400076,Urban,8.37,Medium,Underground,7437,1.24,32082.65
400001,Rural,4.42,High,Underground,7077,1.24,27278.97
380001,Rural,4.96,Medium,Aerial,6223,1.33,20945.96
500081,Rural,1.23,High,Aerial,5818,1.4,13928.26
400001,Urban,7.51,High,Aerial,4166,1.48,24671.51
700091,Rural,8.71,High,Aerial,4868,1.24,29010.9
600001,Rural,6.41,High,Underground,3380,1.39,26134.22
122002,Urban,7.06,Medium,Aerial,7962,1.4,26581.63
110001,Urban,6.32,High,Underground,3906,1.31,25256.89
500081,Rural,7.47,Low,Underground,5322,1.45,29061.62
110016,Rural,4.14,Medium,Aerial,7268,1.07,19295.56
500081,Rural,5.17,Low,Underground,3586,1.27,17962.13
500032,Urban,1.32,Low,Underground,3910,1.08,7596.47
380001,Urban,9.58,Low,Aerial,3200,1.36,24080.47
600001,Rural,5.22,Medium,Aerial,4721,1.42,20071.4
700091,Urban,3.55,Medium,Underground,6359,1.25,19972.4
110016,Rural,5.98,Medium,Aerial,4001,1.18,19615.57
411045,Rural,1.64,High,Aerial,7337,1.38,17399.53
700091,Urban,4.26,High,Aerial,5016,1.3,18467.67
380015,Urban,6.78,Medium,Underground,3882,1.17,23257.65
110001,Urban,1.85,High,Underground,3815,1.1,10638.49
110001,Urban,4.31,Medium,Underground,7463,1.5,25277.27
560034,Rural,9.91,Medium,Underground,5513,1.47,38227.61
500081,Urban,9.23,Medium,Aerial,6387,1.21,29492.31
400001,Rural,3.34,Low,Aerial,6210,1.21,14933.52
400001,Urban,8.29,Medium,Underground,4567,1.09,28565.84
600001,Rural,1.79,Medium,Underground,7424,1.26,17575.23
110016,Urban,5.78,Low,Aerial,5346,1.27,18989.16
600001,Urban,3.07,High,Underground,4558,1.16,16510.69
411001,Rural,2.17,Medium,Underground,7342,1.41,19599.9
411045,Urban,8.66,Medium,Underground,3264,1.43,27375.98
500081,Urban,4.4,Medium,Underground,7635,1.33,24214.96
380001,Urban,2.72,Low,Aerial,3276,1.42,9634.16
600028,Urban,1.12,High,Underground,4704,1.2,10592.48
110001,Rural,4.43,High,Aerial,4782,1.17,18696.62
560001,Rural,6.25,High,Aerial,7317,1.37,28660.85
560034,Urban,2.29,High,Underground,4951,1.03,13392.16
560001,Rural,9.97,Low,Aerial,4006,1.17,26859.65
700001,Rural,7.9,Medium,Aerial,6561,1.47,31622.32
700001,Urban,6.24,High,Underground,5687,1.07,26864.47
411045,Rural,5.39,Medium,Aerial,6930,1.43,25264.19
700001,Urban,5.73,Medium,Underground,4152,1.33,21154.99
110001,Urban,2.82,High,Underground,6925,1.19,19798.66
500032,Rural,5.64,High,Underground,6489,1.03,27721.67
411001,Urban,8.22,Medium,Aerial,3976,1.11,23969.56
500081,Urban,4.22,Medium,Aerial,6754,1.32,19058.88
110016,Rural,1.2,High,Underground,7727,1.02,15646.9
600001,Urban,1.38,Medium,Underground,3332,1.11,7768.99
700091,Urban,3.21,High,Aerial,3640,1.17,12345.7
110016,Urban,6.91,High,Aerial,4336,1.09,21467.25
110016,Rural,7.05,High,Aerial,4827,1.44,27466.99
400001,Urban,1.88,Low,Underground,5883,1.03,11699.73
700001,Urban,4.87,Low,Aerial,4426,1.32,15489.22
122002,Urban,6.53,High,Aerial,6233,1.01,22790.3
122001,Urban,3.17,High,Underground,3156,1.13,14334.96
500081,Rural,1.84,High,Underground,5738,1.4,17305.14
600001,Urban,8.5,Medium,Underground,6556,1.45,32403.76
400076,Rural,6.14,High,Aerial,3095,1.4,21769.45
500081,Urban,4.72,Medium,Underground,7170,1.03,20370.51
110001,Urban,4.14,Medium,Aerial,4509,1.19,14388
560034,Urban,9.8,Medium,Underground,4513,1.05,31932.4
500032,Rural,1.52,Medium,Underground,6558,1.29,16146.73
400076,Rural,9.04,High,Aerial,6298,1.07,33716.49
380015,Urban,6.21,Medium,Underground,4062,1.11,21321.68
110016,Urban,3.96,High,Aerial,6935,1.23,20231.18
560034,Rural,9.54,Low,Underground,5026,1.04,28777.15
110016,Rural,7.69,Medium,Aerial,3498,1.13,23803.54
400001,Urban,1.72,Low,Aerial,5825,1.08,9312.72
122002,Urban,2.92,High,Aerial,4789,1.2,14450.59
411001,Urban,4.66,Medium,Aerial,6168,1.18,18236.3
400001,Rural,4.29,Medium,Underground,4900,1.35,20538.08
110001,Rural,9.09,Medium,Aerial,6348,1.16,30992.03
560001,Urban,9.36,Low,Underground,3394,1.41,26999.83
500081,Urban,7.14,Low,Underground,4388,1.25,21962.49
411045,Urban,6.19,Medium,Aerial,5980,1.49,24244.92
560034,Rural,3.5,High,Aerial,4913,1.34,17760.36
380001,Rural,9.66,Medium,Underground,6034,1.01,34330.25
380015,Rural,0.62,High,Aerial,5025,1.44,10487.44
411001,Rural,5.33,Low,Underground,6359,1.03,21999.92
380015,Urban,5.98,High,Underground,5497,1.13,24587.65
600028,Urban,0.86,Low,Underground,6974,1.11,10371.19
600028,Urban,6.09,Medium,Aerial,6538,1.21,21894.34
700001,Urban,9.69,Medium,Underground,4800,1.08,32263.96
380015,Rural,7.33,Low,Aerial,3159,1.1,19137.69
600028,Rural,8.49,Medium,Aerial,7116,1.38,32135.14
380001,Rural,7.31,Low,Aerial,3729,1.45,21999.89
700001,Urban,5.98,Medium,Underground,3165,1.13,18722.43
380015,Rural,9.73,Low,Underground,5992,1.1,31180.52
500032,Rural,2.78,Medium,Underground,4704,1.02,14780.73
600028,Urban,8.75,High,Underground,6619,1.33,36324.02
500081,Rural,5.13,High,Aerial,7489,1.09,24374.57
411045,Urban,5.03,Low,Aerial,3724,1.06,13869.99
500081,Rural,6.8,Low,Underground,4265,1.3,24499.4
600001,Rural,5.97,Low,Aerial,7531,1.35,24548.8
400001,Urban,5.58,Medium,Underground,3467,1.45,20020.62
600001,Rural,7.81,Low,Aerial,7584,1.22,27148.12
700091,Urban,5,High,Aerial,4819,1.29,20320.4
560034,Urban,5.07,High,Underground,4899,1.3,22858.52
600028,Rural,8.35,Medium,Aerial,6414,1.5,31007.7
400001,Rural,4.11,Low,Aerial,4186,1.34,15578.46
411001,Rural,3.48,Medium,Underground,6716,1.09,20182.76
122001,Urban,7.69,Medium,Aerial,5122,1.01,23321.77
110001,Rural,1.83,Low,Aerial,7873,1.32,14543.55
700091,Rural,9.93,High,Underground,7693,1.04,41106.46
110016,Urban,9.98,High,Underground,7277,1.33,39180.18
122002,Rural,5.59,Low,Underground,7346,1.04,22285.94
411045,Urban,3.29,High,Underground,5919,1.21,19216.04
110001,Rural,8.44,Low,Aerial,3221,1.36,22527.58
122002,Rural,0.76,Medium,Underground,6804,1.36,14299.17
380015,Rural,2.35,Low,Underground,5803,1.11,14436.15
110001,Urban,6.98,Low,Aerial,4015,1.1,17610.63
700001,Urban,1.28,Low,Aerial,5363,1.33,9526.18
500081,Rural,8.14,Medium,Underground,7936,1.28,34667.88
110016,Urban,4.29,Medium,Underground,6590,1.17,20075.49
500081,Rural,7.45,High,Aerial,3531,1.45,26845.77
560034,Urban,9.7,High,Aerial,3789,1.33,30177.74
700001,Rural,9.38,Medium,Underground,6662,1.15,34643.64
380001,Urban,2.68,Medium,Aerial,7218,1.37,17209.89
411001,Rural,1.58,Medium,Aerial,3211,1.12,8069.56
700091,Urban,9.27,High,Underground,6221,1.27,35525.06
122001,Urban,1.5,Low,Aerial,6453,1.49,12456.04
560001,Rural,0.63,Medium,Aerial,5800,1.35,11330.96
411001,Rural,6.41,High,Underground,3629,1.35,25381.47
122002,Urban,9.95,High,Aerial,6464,1.45,35814.01
600001,Urban,1.53,Medium,Aerial,3958,1.42,9205.11
500081,Urban,6.13,Medium,Underground,5356,1.42,25697.95
110016,Rural,2.56,High,Underground,3661,1.27,13914.93
411045,Urban,9.01,Medium,Aerial,6647,1.12,28304.38
500032,Rural,8.84,High,Aerial,3420,1.37,28508
122001,Rural,5.3,Medium,Aerial,3360,1.03,17494.86
400001,Urban,7.22,Low,Underground,4811,1.15,22465.45
380015,Urban,6.51,Medium,Underground,3731,1.09,21096.13
110016,Rural,4.37,Low,Underground,5197,1.16,19247.19
122002,Rural,8.97,Medium,Underground,5641,1.31,33644.91
400076,Rural,3.03,High,Underground,5911,1.19,20337.35
600028,Rural,6.82,Low,Underground,3659,1.2,22041.24
380015,Urban,4.93,High,Underground,7302,1.03,24123.99
400001,Urban,9.67,High,Aerial,3004,1.26,27507.8
500081,Rural,9.63,Medium,Underground,3146,1.43,32229.53
400001,Rural,7.11,High,Aerial,4542,1.44,27000.8
400001,Rural,5.36,Low,Aerial,7097,1.22,20016.33
380001,Rural,6.11,Low,Aerial,5816,1.3,21139.17
560001,Urban,0.74,Low,Aerial,3209,1.29,5433.11
411045,Rural,6.59,Low,Underground,7810,1,27228.33
500032,Urban,4.6,Medium,Aerial,7292,1.09,19578.99
110001,Urban,7.99,High,Underground,6407,1.22,31968.59
600001,Urban,6.62,High,Underground,6302,1.24,29229.79
400001,Rural,7.81,Medium,Underground,4938,1.38,31388.37
600001,Rural,9.63,High,Aerial,6822,1.19,34944.35
411001,Rural,6.71,High,Underground,3553,1.45,28605.71
700001,Urban,9.98,Medium,Aerial,6776,1.11,30661.31
400001,Rural,6.83,Low,Aerial,6634,1.13,21996.57
400001,Urban,6.17,High,Underground,4591,1.1,22820.53
411001,Rural,3.18,High,Underground,5150,1.07,18454.79
700001,Urban,8.07,Low,Aerial,5821,1.26,24202.01
110016,Urban,2.7,High,Aerial,4027,1.44,13574.19
560034,Rural,5.92,Medium,Underground,5633,1,22868.73
400076,Urban,7.68,Low,Aerial,3631,1.23,20026.84
700001,Urban,2.28,Low,Underground,6533,1.3,14591.39
600028,Urban,1.33,Medium,Aerial,7986,1.3,13986.32
400076,Rural,9.82,Medium,Underground,5486,1.32,37255.37
380001,Urban,3.05,Medium,Underground,5904,1.08,16394.37
700091,Rural,2.07,Low,Underground,7403,1.13,16267.86
700091,Rural,5.6,Medium,Underground,4542,1.45,23637.42
560001,Rural,7.91,Medium,Aerial,3529,1.49,24069.68
110001,Urban,7.52,Medium,Underground,5241,1.47,29678.5
700091,Rural,9.42,Low,Aerial,5209,1.27,28623.76
700001,Rural,8.38,High,Underground,4485,1.07,32848.36
700001,Rural,3.1,Medium,Underground,6596,1.2,18819.2
500081,Rural,3.06,Low,Aerial,7265,1.31,16574.11
400076,Rural,1.99,Low,Aerial,3879,1.01,8943.99
700091,Rural,5.73,Low,Underground,6102,1.49,26708
411045,Urban,4.24,Low,Underground,6805,1.41,19797.16
400001,Urban,9.68,High,Aerial,5373,1.34,31845.97
500032,Rural,5.45,High,Aerial,7908,1.05,24036.64
560034,Rural,1.76,Medium,Underground,4647,1.11,11345.89
400001,Urban,1.51,Medium,Aerial,3279,1.12,7352.54
500032,Rural,0.59,High,Underground,3178,1.13,7001.16
560001,Rural,6.46,Low,Underground,3528,1.18,21551.51
600028,Rural,8.99,Medium,Underground,4565,1.28,31432.75
380015,Rural,3.82,High,Aerial,3238,1.14,15164.19
500032,Urban,0.65,High,Aerial,4263,1.43,9049.1
400076,Rural,7.96,Low,Aerial,6216,1.08,25417.23
500032,Rural,6.79,Medium,Underground,5556,1.48,29223.85
500081,Rural,4.48,Medium,Underground,5521,1.43,23694.48
400076,Urban,2.65,Low,Aerial,3394,1.19,8987.07
500081,Rural,7.77,High,Aerial,3611,1.37,26100.45
600001,Rural,1.81,Low,Aerial,7420,1.02,12681.88
500081,Rural,5.02,High,Underground,4038,1.44,22647.65
411045,Urban,8.75,High,Underground,3787,1.11,31079.45
700091,Rural,7.47,Medium,Underground,4074,1.45,28741.57
700001,Rural,5.49,Medium,Underground,5674,1.22,25669.88
110016,Rural,6.52,High,Underground,6528,1.42,33873.83
122002,Urban,2.86,Medium,Underground,7557,1.27,18524.59
122002,Urban,6.11,High,Underground,6442,1.37,28621.55
560034,Urban,4.36,Low,Aerial,6343,1.45,17965.32
110001,Rural,9.49,High,Aerial,4509,1.37,31335.91
110016,Rural,9.39,Low,Underground,4398,1.34,31210.84
560034,Urban,4.65,Low,Underground,5189,1.48,19856.87
411001,Urban,7.64,Medium,Aerial,7213,1.03,24922.59
700091,Urban,0.56,Medium,Aerial,6717,1.12,9743.25
411045,Urban,4.11,High,Underground,6572,1.16,21466.7
411045,Rural,8.32,Low,Aerial,6760,1.35,28934.71
500081,Rural,1.37,High,Underground,3344,1.19,10103.88
600028,Rural,9.51,Low,Underground,6481,1.47,34780.08
122002,Rural,3.83,High,Underground,6572,1.36,25869.68
380015,Urban,1.98,Medium,Aerial,3073,1.36,8569.82
700091,Rural,7.61,High,Underground,7556,1.37,39236.53
600001,Rural,1.71,High,Underground,3316,1.22,11026.13
500032,Rural,1.15,Low,Underground,4385,1.47,11232.41
400076,Urban,2.29,High,Aerial,7697,1.29,16632.95
122002,Urban,0.84,Medium,Underground,6897,1.26,13205.85
560034,Urban,0.75,Low,Underground,5063,1.43,10246.08
560034,Urban,9.09,High,Aerial,6696,1.36,32937.41
400001,Rural,4.43,High,Aerial,4856,1.44,21099.73
400001,Urban,6.49,High,Underground,4089,1.22,24966.67
560034,Urban,6.27,Medium,Aerial,7514,1.11,22340.15
411001,Rural,6.22,High,Underground,4436,1.49,28555.3
600001,Rural,4.79,Medium,Underground,7276,1.09,23132.3
400001,Urban,8.49,High,Aerial,4395,1.06,25276.78
500032,Urban,2.06,High,Aerial,5514,1.1,11790.69
110016,Rural,2.58,Medium,Underground,4429,1.36,15644.71
380015,Urban,1.69,High,Aerial,7414,1.07,13265.34
380001,Urban,5.31,Medium,Aerial,6744,1.17,20916.24
500081,Rural,0.83,High,Aerial,6811,1.47,15574.26
600001,Rural,9.16,Low,Underground,5322,1.41,32023.06
400076,Rural,1.84,High,Aerial,7894,1.15,17267.96
380001,Rural,4.93,Low,Aerial,6242,1.39,20911.35
